SYMBOL,SERIES,CLOSE,LAST,ISIN
MAHKTECH,EQ,14.53,14.57,INF769K01HS7
MAHLIFE,EQ,368.8,366.35,INE813A01018
MAHLOG,EQ,376.6,375.9,INE766P01016
MAHSCOOTER,EQ,4450.9,4465.05,INE288A01013
MAHSEAMLES,EQ,387.9,386.5,INE271B01025
MAITHANALL,EQ,848.5,850,INE683C01011
MALLCOM,EQ,819.35,815,INE389C01015
MALUPAPER,EQ,30.25,30.5,INE383H01017
MAM150ETF,EQ,11.73,11.74,INF769K01IC9
MAMFGETF,EQ,82.64,82.75,INF769K01IB1
MAN50ETF,EQ,186.05,186.02,INF769K01EG9
MANAKALUCO,EQ,21.3,21.1,INE859Q01017
MANAKCOAT,EQ,15.5,15.4,INE830Q01018
MANAKSIA,EQ,127.05,126.5,INE015D01022
MANAKSTEEL,EQ,36.95,37.05,INE824Q01011
MANALIPETC,EQ,68.1,68.3,INE201A01024
MANAPPURAM,EQ,127.15,127.05,INE522D01027
MANGALAM,EQ,115.95,120,INE584F01014
MANGCHEFER,EQ,102.25,102.05,INE558B01017
MANGLMCEM,EQ,281.55,283.85,INE347A01017
MANINDS,EQ,92.15,92.3,INE993A01026
MANINFRA,EQ,78.8,79.2,INE949H01023
MANOMAY,EQ,134,132,INE784W01015
MANORAMA,EQ,1044.8,1048.8,INE00VM01010
MANORG,EQ,447.45,447.45,INE370D01013
MANUGRAPH,EQ,16.5,16.6,INE867A01022
MANV30F,EQ,130.65,130.65,INF769K01JU9
MANXT50,EQ,389,389.18,INF769K01FN2
MANYAVAR,EQ,1238.55,1225.9,INE825V01034
MAPMYINDIA,EQ,1028.1,1027,INE0BV301023
MARALOVER,EQ,52.85,52.75,INE882A01013
MARATHON,EQ,300.35,299,INE182D01020
MARICO,EQ,476.8,476.65,INE196A01026
MARINE,EQ,40.8,40.85,INE01JE01028
MARKSANS,EQ,76.9,76.85,INE750C01026
MARUTI,EQ,8670.8,8660,INE585B01010
MASFIN,EQ,718.65,718,INE348L01012
MASPTOP50,EQ,28.24,28.18,INF769K01HP3
MASTEK,EQ,1596.1,1593,INE759A01021
MATRIMONY,EQ,518,517.8,INE866R01028
MAWANASUG,EQ,91.1,91.1,INE636A01039
MAXHEALTH,EQ,471.65,471.9,INE027H01010
MAXIND,EQ,82.8,83,INE0CG601016
MAXVIL,EQ,171.75,171,INE154U01015
MAYURUNIQ,EQ,473,468.4,INE040D01038
MAZDA,EQ,645.75,649.8,INE885E01034
MAZDOCK,EQ,703.65,703.5,INE249Z01012
MBAPL,EQ,602.7,601.5,INE900L01010
MBLINFRA,EQ,17.65,17.55,INE912H01013
MCDOWELL-N,EQ,762.05,762.8,INE854D01024
MCL,EQ,32.7,32.1,INE813V01022
MCX,EQ,1466.95,1469,INE745G01035
MEDANTA,EQ,489.3,488,INE474Q01031
MEDICAMEQ,EQ,724.25,723,INE646B01010
MEDICO,EQ,87.9,87.5,INE630Y01024
MEDPLUS,EQ,715.9,713.2,INE804L01022
MEGASOFT,EQ,30.75,31.5,INE933B01012
MEGASTAR,EQ,230.55,231.7,INE00EM01016
MENONBE,EQ,102.95,103.3,INE071D01033
MEP,EQ,14.4,14.4,INE776I01010
METROBRAND,EQ,800.4,800,INE317I01021
METROPOLIS,EQ,1290.4,1287.65,INE112L01020
MFL,EQ,1012.15,1015,INE071N01016
MFSL,EQ,625.7,627,INE180A01020
MGEL,EQ,20.15,20.2,INE0APB01024
MGL,EQ,991.15,991,INE002S01010
MHLXMIRU,EQ,299,298.05,INE112D01035
MHRIL,EQ,292.15,290.55,INE998I01010
MICEL,EQ,12.2,12.3,INE287C01037
MID150BEES,EQ,119.38,119.3,INF204KB1V68
MIDHANI,EQ,195.05,195.1,INE099Z01011
MINDACORP,EQ,267.95,266.4,INE842C01021
MINDTECK,EQ,125.8,126,INE110B01017
MIRCELECTR,EQ,13.65,13.8,INE831A01028
MITCON,EQ,74.1,74,INE828O01033
MITTAL,EQ,12.4,12.55,INE997Y01019
MMFL,EQ,830.35,827.9,INE227C01017
MMP,EQ,147.3,147,INE511Y01018
MMTC,EQ,30,30.2,INE123F01029
MODISONLTD,EQ,58.85,59,INE737D01021
MOGSEC,EQ,51.55,51.55,INF247L01AK4
MOHEALTH,EQ,22.89,22.89,INF247L01BB1
MOHITIND,EQ,13.2,13.45,INE954E01012
MOIL,EQ,152.25,152.35,INE490G01020
MOKSH,EQ,10.05,10.1,INE514Y01020
MOL,EQ,91.3,91.55,INE0CT101020
MOLDTECH,EQ,271.4,271.2,INE835B01035
MOLDTKPAC,EQ,934.35,937.9,INE893J01029
MOLOWVOL,EQ,24.71,24.77,INF247L01BL0
MOM100,EQ,32.61,32.7,INF247L01023
MOM50,EQ,178.99,179.1,INF247L01536
MOMENTUM,EQ,18.76,18.78,INF209KB14K7
MOMOMENTUM,EQ,37.39,37.42,INF247L01BK2
MON100,EQ,102.63,102.74,INF247L01AP3
MONARCH,EQ,222.1,220.1,INE903D01011
MONQ50,EQ,53.22,53.25,INF247L01AU3
MONTECARLO,EQ,666.75,669,INE950M01013
MORARJEE,EQ,19.75,19.7,INE161G01027
MOREPENLAB,EQ,27.25,27.4,INE083A01026
MOTHERSON,EQ,68.3,68.3,INE775A01035
MOTILALOFS,EQ,634.3,635,INE338I01027
MOVALUE,EQ,48.73,48.73,INF247L01BE5
MPHASIS,EQ,1771.05,1770.05,INE356A01018
MPSLTD,EQ,910.55,913.9,INE943D01017
MRF,EQ,85516.95,85594.1,INE883A01011
MRO-TEK,EQ,58.25,58,INE398B01018
MRPL,EQ,53.3,53.45,INE103A01014
MSPL,EQ,8.95,9,INE752G01015
MSTCLTD,EQ,267.6,268,INE255X01014
MSUMI,EQ,50.7,50,INE0FS801015
MTARTECH,EQ,1713.15,1700,INE864I01014
MTNL,EQ,19,19,INE153A01019
MUKANDLTD,EQ,136.35,136.3,INE304A01026
MUKTAARTS,EQ,49.2,49,INE374B01019
MUNJALAU,EQ,40.7,40.55,INE672B01032
MUNJALSHOW,EQ,91.25,90.95,INE577A01027
MURUDCERA,EQ,34.9,35,INE692B01014
MUTHOOTCAP,EQ,271.9,270.3,INE296G01013
MUTHOOTFIN,EQ,1033.35,1034.25,INE414G01012
NACLIND,EQ,87,87,INE295D01020
NAGAFERT,EQ,11.8,11.8,INE454M01024
NAGREEKCAP,EQ,20.9,20.9,INE245I01016
NAGREEKEXP,EQ,33.75,32.8,INE123B01028
NAHARCAP,EQ,267.1,267.75,INE049I01012
NAHARINDUS,EQ,96.8,96.55,INE289A01011
NAHARPOLY,EQ,240.2,240,INE308A01027
NAHARSPING,EQ,265.15,263.2,INE290A01027
NAM-INDIA,EQ,236.45,236.5,INE298J01013
NARMADA,EQ,22.4,22.5,INE117Z01011
NATCOPHARM,EQ,574.05,574,INE987B01026
NATHBIOGEN,EQ,153.1,152.9,INE448G01010
NATIONALUM,EQ,79.6,79.6,INE139A01034
NAUKRI,EQ,3820.45,3811,INE663F01024
NAVA,EQ,231.75,232.15,INE725A01022
NAVINFLUOR,EQ,4526.75,4515,INE048G01026
NAVKARCORP,EQ,54.55,54.7,INE278M01019
NAVNETEDUL,EQ,106.75,106.7,INE060A01024
NAZARA,EQ,538.1,539,INE418L01021
NBCC,EQ,38.15,38,INE095N01031
NBIFIN,EQ,1455.7,1455,INE365I01020
NCC,EQ,107.5,107.7,INE868B01028
NCLIND,EQ,180.35,181,INE732C01016
NDGL,EQ,1384.1,1378,INE756C01015
NDL,EQ,21.9,22,INE875G01030
NDRAUTO,EQ,631.7,628.2,INE07OG01012
NDTV,EQ,191.6,190.95,INE155G01029
NECCLTD,EQ,18.9,19,INE553C01016
NECLIFE,EQ,17.55,17.55,INE023H01027
NELCAST,EQ,94.1,93.55,INE189I01024
NELCO,EQ,535.05,535.6,INE045B01015
NEOGEN,EQ,1605.95,1608,INE136S01016
NESCO,EQ,535.95,538.4,INE317F01035
NESTLEIND,EQ,19465.35,19500,INE239A01016
NETF,EQ,186.06,186.75,INF277K015R5
NETWORK18,EQ,55.2,54.85,INE870H01013
NEULANDLAB,EQ,2074.95,2056,INE794A01010
NEWGEN,EQ,457.25,460,INE619B01017
NEXTMEDIA,EQ,4.95,4.95,INE747B01016
NFL,EQ,85.3,85.25,INE870D01012
NGIL,EQ,56.15,56,INE236Y01012
NGLFINE,EQ,1338.55,1330.1,INE887E01022
NH,EQ,774.75,774.2,INE410P01011
NHPC,EQ,42.85,42.8,INE848E01016
NIACL,EQ,102.5,102.2,INE470Y01017
NIBL,EQ,20.3,20.25,INE047O01014
NIF100BEES,EQ,182.83,182.92,INF204K014N5
NIFTYBEES,EQ,194.77,194.85,INF204KB14I2
NIFTYQLITY,EQ,14.32,14.37,INF209KB15K4
NIITLTD,EQ,369.95,370.15,INE161A01038
NILAINFRA,EQ,5.05,5.05,INE937C01029
NILASPACES,EQ,2.9,2.9,INE00S901012
NILKAMAL,EQ,1879.6,1871,INE310A01015
NINSYS,EQ,365.8,365.8,INE395U01014
NIPPOBATRY,EQ,319.3,318.5,INE567A01028
NIRAJ,EQ,28.05,28.2,INE368I01016
NITCO,EQ,19.5,19.5,INE858F01012
NITINSPIN,EQ,257.25,256.55,INE229H01012
NITIRAJ,EQ,72.65,72.35,INE439T01012
NKIND,EQ,40.75,37.7,INE542C01019
NLCINDIA,EQ,79.45,79.3,INE589A01014
NMDC,EQ,111.3,111.3,INE584A01023
NOCIL,EQ,220.3,220,INE163A01018
NOIDATOLL,EQ,6.9,6.9,INE781B01015
NORBTEAEXP,EQ,7.3,7.3,INE369C01017
NOVARTIND,EQ,598.3,597,INE234A01025
NPBET,EQ,215.44,215.72,INF277K010X4
NRAIL,EQ,228.75,230.25,INE740D01017
NRBBEARING,EQ,144.3,144.95,INE349A01021
NRL,EQ,116.75,116.8,INE0JM501013
NSIL,EQ,2136.75,2130,INE023A01030
NSLNISP,EQ,31.7,31.65,INE0NNS01018
NTPC,EQ,173.05,173,INE733E01010
NUCLEUS,EQ,620.95,623,INE096B01018
NURECA,EQ,339.4,340.95,INE0DSF01015
NUVOCO,EQ,330.55,332,INE118D01016
NV20BEES,EQ,104.04,104.24,INF204KB18I3
NXTDIGITAL,EQ,112.75,112.1,INE353A01023
NYKAA,EQ,126.15,126.3,INE388Y01029
OAL,EQ,384.45,390,INE959C01023
OBCL,EQ,63.15,63.4,INE426Z01016
OBEROIRLTY,EQ,913.9,914,INE093I01010
OCCL,EQ,716.65,720,INE321D01016
OFSS,EQ,3301.75,3307.25,INE881D01027
OIL,EQ,260.5,261.45,INE274J01014
OILCOUNTUB,EQ,17.45,17.3,INE591A01010
OLECTRA,EQ,641.75,641.2,INE260D01016
OMAXAUTO,EQ,41.7,41.8,INE090B01011
OMAXE,EQ,52.95,52.85,INE800H01010
OMINFRAL,EQ,38.75,38.6,INE239D01028
ONELIFECAP,EQ,13.45,13.45,INE912L01015
ONEPOINT,EQ,18.4,18.6,INE840Y01029
ONGC,EQ,158.75,158.95,INE213A01029
ONMOBILE,EQ,68.8,69.2,INE809I01019
ONWARDTEC,EQ,334.5,332.2,INE229A01017
OPTIEMUS,EQ,198.65,199,INE350C01017
ORBTEXP,EQ,129.4,130,INE231G01010
ORICONENT,EQ,19.25,19.2,INE730A01022
ORIENTABRA,EQ,24.75,24.7,INE569C01020
ORIENTALTL,EQ,6.2,6.15,INE998H01012
ORIENTBELL,EQ,543.85,551.1,INE607D01018
ORIENTCEM,EQ,120.05,120.1,INE876N01018
ORIENTELEC,EQ,228.8,229.5,INE142Z01019
ORIENTHOT,EQ,83.4,83.75,INE750A01020
ORIENTLTD,EQ,58.5,58.2,INE609C01024
ORIENTPPR,EQ,40.55,40.45,INE592A01026
ORISSAMINE,EQ,2780.3,2794.6,INE725E01024
ORTINLAB,EQ,19.35,19.4,INE749B01020
OSIAHYPER,EQ,33,32.65,INE06IR01021
OSWALAGRO,EQ,29.1,29.5,INE142A01012
OSWALSEEDS,EQ,379.8,376.2,INE00IK01011
PAGEIND,EQ,37699.9,37730,INE761H01022
PAISALO,EQ,58.8,58.05,INE420C01059
PALASHSECU,EQ,102.45,102.05,INE471W01019
PALREDTEC,EQ,138.7,138.5,INE218G01033
PANACEABIO,EQ,120.55,120.6,INE922B01023
PANAMAPET,EQ,299.2,300.55,INE305C01029
PANSARI,EQ,82.95,83,INE697V01011
PAR,EQ,147.55,147.75,INE04LG01015
PARACABLES,EQ,35.2,35.2,INE074B01023
PARADEEP,EQ,54.05,54.05,INE088F01024
PARAGMILK,EQ,82.45,82.7,INE883N01014
PARAS,EQ,517.7,519.5,INE045601015
PARSVNATH,EQ,7.15,7.1,INE561H01026
PASUPTAC,EQ,28.3,28.4,INE818B01023
PATELENG,EQ,14.8,14.75,INE244B01030
PATINTLOG,EQ,11.9,11.9,INE529D01014
PAYTM,EQ,650.9,652.55,INE982J01020
PCBL,EQ,115.85,115.65,INE602A01031
PCJEWELLER,EQ,26,26,INE785M01013
PDMJEPAPER,EQ,40.45,40.25,INE865T01018
PDSL,EQ,349.8,349.7,INE111Q01021
PEARLPOLY,EQ,20.2,20.2,INE844A01013
PEL,EQ,701.4,701,INE140A01024
PENIND,EQ,77.8,77.8,INE932A01024
PENINLAND,EQ,15.7,15.5,INE138A01028
PERSISTENT,EQ,4391.75,4399,INE262H01013
PETRONET,EQ,227.6,227.75,INE347G01014
PFC,EQ,161.6,161.6,INE134E01011
PFIZER,EQ,3750.1,3755,INE182A01018
PFOCUS,EQ,102.55,99.8,INE367G01038
PFS,EQ,14.15,14.15,INE560K01014
PGEL,EQ,1437.35,1437.3,INE457L01011
PGHH,EQ,14145.9,14080.05,INE179A01014
PGHL,EQ,4859.95,4872,INE199A01012
PGIL,EQ,417.1,417,INE940H01014
PHARMABEES,EQ,12.62,12.63,INF204KC1089
PHOENIXLTD,EQ,1300.2,1300.5,INE211B01039
PIDILITIND,EQ,2350.2,2349.95,INE318A01026
PIIND,EQ,3031.55,3034,INE603J01030
PILANIINVS,EQ,1739.2,1736.05,INE417C01014
PILITA,EQ,7,7,INE600A01035
PIONEEREMB,EQ,33.05,33,INE156C01018
PITTIENG,EQ,303.05,304.5,INE450D01021
PIXTRANS,EQ,799.65,805,INE751B01018
PLASTIBLEN,EQ,163.3,164.3,INE083C01022
PNB,EQ,47.75,47.65,INE160A01022
PNBGILTS,EQ,59,59.1,INE859A01011
PNBHOUSING,EQ,423.45,420,INE572E01012
PNC,EQ,36.7,37,INE392B01011
PNCINFRA,EQ,285.6,286,INE195J01029
POCL,EQ,335.25,335.55,INE063E01046
PODDARHOUS,EQ,131.1,131.1,INE888B01018
PODDARMENT,EQ,275.65,276,INE371C01013
POKARNA,EQ,295.85,295.75,INE637C01025
POLICYBZR,EQ,583.7,584,INE417T01026
POLYCAB,EQ,3084.25,3080,INE455K01017
POLYMED,EQ,931,932,INE205C01021
POLYPLEX,EQ,1260.65,1262.95,INE633B01018
PONNIERODE,EQ,469.35,469,INE838E01017
POONAWALLA,EQ,292.9,293.15,INE511C01022
POWERGRID,EQ,231.2,231.65,INE752E01010
POWERINDIA,EQ,3132.1,3130,INE07Y701011
POWERMECH,EQ,2480.35,2480,INE211R01019
PPAP,EQ,182.1,181.95,INE095I01015
PPL,EQ,154.5,154,INE050001010
PPLPHARMA,EQ,71.5,71.45,INE0DK501011
PRAENG,EQ,12.4,12.5,INE505C01016
PRAJIND,EQ,338.75,339.45,INE074A01025
PRAKASH,EQ,52.15,52.25,INE603A01013
PRAKASHSTL,EQ,4.55,4.6,INE696K01024
PRAXIS,EQ,19.25,19.55,INE546Y01022
PRECAM,EQ,106.5,107,INE484I01029
PRECOT,EQ,184.3,183,INE283A01014
PRECWIRE,EQ,70.85,71.25,INE372C01037
PREMEXPLN,EQ,412.85,411.5,INE863B01011
PREMIERPOL,EQ,81.2,81.05,INE309M01012
PRESSMN,EQ,71.9,72.15,INE980A01023
PRESTIGE,EQ,448.65,449.05,INE811K01011
PRICOLLTD,EQ,229.1,230.35,INE726V01018
PRIMESECU,EQ,113.7,113.6,INE032B01021
PRINCEPIPE,EQ,591.5,593,INE689W01016
PRITI,EQ,168.05,168.9,INE974Z01015
PRITIKAUTO,EQ,15.55,15.5,INE583R01029
PRIVISCL,EQ,1100.2,1095,INE959A01019
PROZONINTU,EQ,23.35,23.6,INE195N01013
PRSMJOHNSN,EQ,113.5,114,INE010A01011
PRUDENT,EQ,819.8,823,INE00F201020
PSB,EQ,27.8,28.15,INE608A01012
PSPPROJECT,EQ,684.3,684.85,INE488V01015
PSUBANKICI,EQ,37.98,37.99,INF109KC10S8
PSUBNKBEES,EQ,42.02,42.05,INF204KB16I7
PTC,EQ,95.6,95.6,INE877F01012
PTL,EQ,32.15,32.25,INE034D01049
PUNJABCHEM,EQ,823.95,834,INE277B01014
PURVA,EQ,79.2,79.3,INE323I01011
PVP,EQ,9.05,9.05,INE362A01016
PVR,EQ,1530.3,1530.25,INE191H01014
QGOLDHALF,EQ,51.7,51.7,INF082J01408
QNIFTY,EQ,1888.97,1889,INF082J01028
QUESS,EQ,369.35,368.75,INE615P01015
QUICKHEAL,EQ,150.8,150.75,INE306L01010
RADHIKAJWE,EQ,151.8,153.45,INE583V01013
RADIANTCMS,EQ,97.95,97.85,INE855R01021
RADICO,EQ,1103.1,1104,INE944F01028
RADIOCITY,EQ,11.5,11.65,INE919I01024
RAILTEL,EQ,104.55,104.6,INE0DD101019
RAIN,EQ,157.7,157.85,INE855B01025
RAINBOW,EQ,761.4,763,INE961O01016
RAJESHEXPO,EQ,585.4,587.95,INE343B01030
RAJMET,EQ,11.55,11.6,INE00KV01022
RAJRATAN,EQ,774.4,775.6,INE451D01029
RAJSREESUG,EQ,39.8,39.75,INE562B01019
RAJTV,EQ,46.8,46.75,INE952H01027
RALLIS,EQ,205.6,204.25,INE613A01020
RAMANEWS,EQ,13,13,INE278B01020
RAMAPHO,EQ,223.4,222,INE809A01024
RAMASTEEL,EQ,31.85,31.9,INE230R01035
RAMCOCEM,EQ,746.5,743.5,INE331A01037
RAMCOIND,EQ,131.35,131.45,INE614A01028
RAMCOSYS,EQ,219.2,219.05,INE246B01019
RAMKY,EQ,332.7,334,INE874I01013
RAMRAT,EQ,197.1,197,INE207E01023
RANASUG,EQ,23.45,23.5,INE625B01014
RANEENGINE,EQ,213.25,212.3,INE222J01013
RANEHOLDIN,EQ,907.8,905,INE384A01010
RATEGAIN,EQ,358.4,359.35,INE0CLI01024
RATNAMANI,EQ,2086.95,2073.65,INE703B01027
RAYMOND,EQ,1308.25,1309,INE301A01014
RBA,EQ,93.7,94.15,INE07T201019
RBL,EQ,673.95,673.95,INE244J01017
RBLBANK,EQ,147.1,148.75,INE976G01028
RCF,EQ,107.4,107.3,INE027A01015
RECLTD,EQ,121.35,121.35,INE020B01018
REDINGTON,EQ,174.85,174.85,INE891D01026
REFEX,EQ,295.2,293,INE056I01017
RELAXO,EQ,815.05,814.85,INE131B01039
RELCHEMQ,EQ,180.15,181,INE750D01016
RELIANCE,EQ,2355.5,2356,INE002A01018
RELIGARE,EQ,144.35,144.2,INE621H01010
RELINFRA,EQ,165.55,163.9,INE036A01016
REMSONSIND,EQ,215.85,214.5,INE474C01015
RENUKA,EQ,46.25,46.25,INE087H01022
REPCOHOME,EQ,189.25,189.05,INE612J01015
REPL,EQ,158.6,158,INE364Z01019
REPRO,EQ,374.7,373.05,INE461B01014
RESPONIND,EQ,131.1,132.45,INE688D01026
REVATHI,EQ,1285.75,1280,INE617A01013
RGL,EQ,85.45,87,INE722H01024
RHFL,EQ,3.6,3.6,INE217K01011
RHIM,EQ,653.1,648.35,INE743M01012
RICOAUTO,EQ,71.3,71.25,INE209B01025
RIIL,EQ,851.7,852,INE046A01015
RITCO,EQ,172.55,170.15,INE01EG01016
RITES,EQ,344.85,344.8,INE320J01015
RKDL,EQ,18.8,18.55,INE722J01012
RKEC,EQ,67.2,67.2,INE786W01010
RKFORGE,EQ,306.75,305.3,INE399G01023
RML,EQ,438.25,438.2,INE050H01012
ROHLTD,EQ,268.65,268.95,INE283H01019
ROLEXRINGS,EQ,1937.85,1940,INE645S01016
ROLLT,EQ,1.1,1.1,INE927A01040
ROML,EQ,41.65,41.75,INE294G01026
ROSSARI,EQ,674.45,674.95,INE02A801020
ROSSELLIND,EQ,256.55,256,INE847C01020
ROTO,EQ,586.1,587.15,INE535D01029
ROUTE,EQ,1270.2,1272,INE450U01017
RPGLIFE,EQ,748,749,INE105J01010
RPOWER,EQ,12.8,12.7,INE614G01033
RPPINFRA,EQ,41.6,41.65,INE324L01013
RPPL,EQ,153.95,153.6,INE760W01015
RPSGVENT,EQ,380.05,380.95,INE425Y01011
RSSOFTWARE,EQ,26.3,26.35,INE165B01029
RSWM,EQ,169.65,170.15,INE611A01016
RSYSTEMS,EQ,256.55,256.6,INE411H01032
RTNINDIA,EQ,38.45,38.3,INE834M01019
RTNPOWER,EQ,3.35,3.35,INE399K01017
RUBYMILLS,EQ,188,187.25,INE301D01026
RUCHIRA,EQ,105.85,105.8,INE803H01014
RUPA,EQ,224.05,224.4,INE895B01021
RUSHIL,EQ,258.4,258.6,INE573K01017
RUSTOMJEE,EQ,455.25,455,INE263M01029
RVHL,EQ,22.15,22.4,INE09E501017
RVNL,EQ,73.55,73.55,INE415G01027
SABEVENTS,EQ,3.6,3.6,INE860T01019
SADBHAV,EQ,10.05,10.05,INE226H01026
SADBHIN,EQ,3.8,3.85,INE764L01010
SAFARI,EQ,2254.25,2248.5,INE429E01023
SAGARDEEP,EQ,22.95,22.8,INE976T01013
SAGCEM,EQ,195.4,195.65,INE229C01021
SAH,EQ,75.25,74.8,INE035801013
SAHYADRI,EQ,376.4,377,INE280H01015
SAIL,EQ,81.55,81.6,INE114A01011
SAKAR,EQ,217.6,215.5,INE732S01012
SAKHTISUG,EQ,23.45,23.45,INE623A01011
SAKSOFT,EQ,158.5,158,INE667G01023
SAKUMA,EQ,11.85,11.75,INE190H01024
SALASAR,EQ,40.8,40.1,INE170V01027
SALONA,EQ,253.95,250.55,INE498E01010
SALSTEEL,EQ,17.6,17.4,INE658G01014
SALZERELEC,EQ,289.65,287.6,INE457F01013
SAMBHAAV,EQ,2.95,2.95,INE699B01027
SANDESH,EQ,917.75,914.25,INE583B01015
SANDHAR,EQ,209.15,210,INE278H01035
SANGAMIND,EQ,238.25,238.25,INE495C01010
SANGHIIND,EQ,68.7,68.5,INE999B01013
SANGHVIMOV,EQ,373.9,377,INE989A01024
SANGINITA,EQ,19,19.15,INE753W01010
SANOFI,EQ,5936.95,5935,INE058A01010
SANSERA,EQ,724,723,INE953O01021
SAPPHIRE,EQ,1191,1192,INE806T01012
SARDAEN,EQ,1145.85,1149.6,INE385C01013
SAREGAMA,EQ,318.25,319.7,INE979A01025
SARLAPOLY,EQ,37.95,37.8,INE453D01025
SARVESHWAR,EQ,77.2,77,INE324X01018
SASKEN,EQ,805.6,806,INE231F01020
SASTASUNDR,EQ,241.1,241.95,INE019J01013
SATIA,EQ,115.7,115.5,INE170E01023
SATIN,EQ,142.05,143,INE836B01017
SATINDLTD,EQ,60.95,60.7,INE065D01027
SBC,EQ,18.2,18.25,INE04AK01028
SBCL,EQ,490.85,490.25,INE386D01027
SBGLP,EQ,185.25,183,INE05ST01010
SBICARD,EQ,758.75,758.7,INE018E01016
SBIETFCON,EQ,73.99,74.1,INF200KA1X17
SBIETFIT,EQ,295.38,295.8,INF200KA1S14
SBIETFPB,EQ,212.97,213.5,INF200KA1S22
SBIETFQLTY,EQ,150.76,151,INF200KA1WX6
SBILIFE,EQ,1130.25,1130,INE123W01016
SBIN,EQ,532.95,533.4,INE062A01020
SCAPDVR,EQ,19.2,19.2,INE224E01036
SCHAEFFLER,EQ,3009.55,3026.1,INE513A01022
SCHAND,EQ,217.5,216.7,INE807K01035
SCHNEIDER,EQ,162.7,162,INE839M01018
SCPL,EQ,654.65,658,INE501Y01019
SDBL,EQ,150.6,151,INE480C01020
SDL24BEES,EQ,112.35,112.35,INF204KB18W4
SDL26BEES,EQ,112.3,112.3,INF204KC1022
SEAMECLTD,EQ,707.5,705,INE497B01018
SECURCRED,EQ,22.75,22.6,INE195Y01010
SECURKLOUD,EQ,32.05,32.75,INE650K01021
SELAN,EQ,267.3,265.8,INE818A01017
SEPC,EQ,9.95,9.95,INE964H01014
SEPOWER,EQ,14.8,14.9,INE735M01018
SEQUENT,EQ,71.5,71.5,INE807F01027
SESHAPAPER,EQ,264.85,265,INE630A01024
SETCO,EQ,7.25,7.25,INE878E01021
SETF10GILT,EQ,212.15,212.15,INF200KA1JT1
SETFGOLD,EQ,53.27,53.3,INF200KA16D8
SETFNIF50,EQ,184.15,184.25,INF200KA1FS1
SETFNIFBK,EQ,421.99,421.8,INF200KA1580
SETFNN50,EQ,404.18,404.14,INF200KA1598
SFL,EQ,1074.4,1064.7,INE916U01025
SGIL,EQ,122.35,123.95,INE00QT01015
SGL,EQ,14.45,14.65,INE353H01010
SHAHALLOYS,EQ,51.1,50.5,INE640C01011
SHAILY,EQ,1050.05,1053.8,INE151G01010
SHAKTIPUMP,EQ,434.75,434.8,INE908D01010
SHALBY,EQ,148.95,148.5,INE597J01018
SHALPAINTS,EQ,148.7,148.55,INE849C01026
SHANKARA,EQ,634.3,633.9,INE274V01019
SHANTI,EQ,15.45,15.3,INE933X01016
SHANTIGEAR,EQ,374.05,374.5,INE631A01022
SHARDACROP,EQ,462.1,461.2,INE221J01015
SHARDAMOTR,EQ,631.45,630,INE597I01028
SHAREINDIA,EQ,1173.6,1165,INE932X01018
SHARIABEES,EQ,395.83,395.72,INF732E01128
SHEMAROO,EQ,118.25,117.1,INE363M01019
SHILPAMED,EQ,254.4,253.9,INE790G01031
SHIVALIK,EQ,798.1,796.15,INE788J01021
SHIVAMAUTO,EQ,26,25.9,INE637H01024
SHIVAMILLS,EQ,72.3,72.05,INE644Y01017
SHIVATEX,EQ,121.45,121.95,INE705C01020
SHK,EQ,104.6,104.5,INE500L01026
SHOPERSTOP,EQ,596.45,596.1,INE498B01024
SHRADHA,EQ,39.1,39.05,INE715Y01023
SHREDIGCEM,EQ,66.45,66.8,INE232A01011
SHREECEM,EQ,25808.2,25822,INE070A01015
SHREEPUSHK,EQ,166.4,166.7,INE712K01011
SHREERAMA,EQ,10.7,10.7,INE879A01019
SHRENIK,EQ,1.1,1.15,INE632X01030
SHREYANIND,EQ,159.1,159.45,INE231C01019
SHREYAS,EQ,295.3,295,INE757B01015
SHRIRAMFIN,EQ,1296.6,1300,INE721A01013
SHRIRAMPPS,EQ,66.2,66.15,INE217L01019
SHYAMCENT,EQ,17.75,17.75,INE979R01011
SHYAMMETL,EQ,291.5,289.95,INE810G01011
SHYAMTEL,EQ,8.8,8.4,INE635A01023
SIEMENS,EQ,3326.5,3326,INE003A01024
SIGACHI,EQ,245,243.5,INE0D0K01014
SIGIND,EQ,35.4,35.85,INE529F01035
SIKKO,EQ,85.85,86,INE112X01017
SILGO,EQ,16.6,16.4,INE01II01013
SILINV,EQ,304.7,304.75,INE923A01015
SILLYMONKS,EQ,17.65,17.55,INE203Y01012
SILVER,EQ,77.41,77.33,INF209KB19F6
SILVERBEES,EQ,74.86,74.9,INF204KC1402
SILVERTUC,EQ,351.85,354.5,INE625X01018
SIMBHALS,EQ,23.95,23.9,INE748T01016
SIMPLEXINF,EQ,37.95,38,INE059B01024
SINTERCOM,EQ,101.4,101.95,INE129Z01016
SIRCA,EQ,606.15,609,INE792Z01011
SIS,EQ,379.35,378,INE285J01028
SITINET,EQ,1.25,1.25,INE965H01011
SIYSIL,EQ,496.55,497,INE076B01028
SJS,EQ,401.35,403.8,INE284S01014
SJVN,EQ,33.2,33.15,INE002L01015
SKFINDIA,EQ,4254.5,4269,INE640A01023
